Town,Date,Collected_at,Temperature,Weather,Real_feel,Humidity
klenovica,30.06.2020.,13:30,30.0,umjereno oblačno,30.0,42.0
kastav,30.06.2020.,13:30,22.0,umjereno oblačno,25.0,59.0
klana,30.06.2020.,13:30,22.0,umjereno oblačno,25.0,59.0
grobnik,30.06.2020.,13:30,25.0,umjereno oblačno,26.0,59.0
hreljin,30.06.2020.,13:30,30.0,malo oblačno,30.0,41.0
fuzine,30.06.2020.,13:30,25.0,vedro,26.0,57.0
drazice,30.06.2020.,13:30,30.0,malo oblačno,30.0,41.0
delnice,30.06.2020.,13:30,25.0,vedro,26.0,57.0
crikvenica,30.06.2020.,13:30,30.0,malo oblačno,30.0,37.0
bribir,30.06.2020.,13:30,32.0,umjereno oblačno,31.0,31.0
brgud,30.06.2020.,13:30,32.0,umjereno oblačno,31.0,31.0
bakar,30.06.2020.,13:30,30.0,malo oblačno,30.0,41.0
bakarac,30.06.2020.,13:30,30.0,malo oblačno,30.0,41.0
baska,30.06.2020.,13:30,30.0,umjereno oblačno,30.0,42.0
rubesi,30.06.2020.,13:30,22.0,umjereno oblačno,25.0,59.0
rijeka,30.06.2020.,13:30,30.0,malo oblačno,30.0,41.0
opatija,30.06.2020.,13:30,24.0,umjereno oblačno,25.0,59.0
jadranovo,30.06.2020.,13:30,30.0,malo oblačno,30.0,37.0
vrata,30.06.2020.,13:30,25.0,vedro,26.0,57.0
selce,30.06.2020.,13:30,30.0,malo oblačno,30.0,37.0
veprinac,30.06.2020.,13:30,30.0,malo oblačno,30.0,41.0
omisalj,30.06.2020.,15:30,31.0,vedro,31.0,39.0
matulji,30.06.2020.,15:30,23.0,pretežno oblačno,25.0,64.0
medveja,30.06.2020.,15:30,31.0,vedro,31.0,39.0
lovran,30.06.2020.,15:30,31.0,vedro,31.0,39.0
lipa,30.06.2020.,15:30,28.0,malo oblačno,28.0,44.0
krasica,30.06.2020.,15:30,31.0,vedro,31.0,39.0
klenovica,30.06.2020.,15:30,32.0,vedro,33.0,41.0
kastav,30.06.2020.,15:30,23.0,pretežno oblačno,25.0,64.0
klana,30.06.2020.,15:30,23.0,pretežno oblačno,25.0,64.0
grobnik,30.06.2020.,15:30,28.0,malo oblačno,28.0,44.0
hreljin,30.06.2020.,15:30,31.0,vedro,31.0,39.0
fuzine,30.06.2020.,15:30,27.0,vedro,28.0,51.0
drazice,30.06.2020.,15:30,31.0,vedro,31.0,39.0
delnice,30.06.2020.,15:30,27.0,vedro,28.0,51.0
crikvenica,30.06.2020.,15:30,30.0,malo oblačno,31.0,46.0
bribir,30.06.2020.,15:30,32.0,umjereno oblačno,32.0,32.0
brgud,30.06.2020.,15:30,32.0,umjereno oblačno,32.0,32.0
bakar,30.06.2020.,15:30,31.0,vedro,31.0,39.0
bakarac,30.06.2020.,15:30,31.0,vedro,31.0,39.0
baska,30.06.2020.,15:30,32.0,vedro,33.0,41.0
rubesi,30.06.2020.,15:30,23.0,pretežno oblačno,25.0,64.0
rijeka,30.06.2020.,15:30,31.0,vedro,31.0,39.0
opatija,30.06.2020.,15:30,26.0,malo oblačno,27.0,51.0
jadranovo,30.06.2020.,15:30,30.0,malo oblačno,31.0,46.0
vrata,30.06.2020.,15:30,27.0,vedro,28.0,51.0
selce,30.06.2020.,15:30,30.0,malo oblačno,31.0,46.0
veprinac,30.06.2020.,15:30,31.0,vedro,31.0,39.0
omisalj,30.06.2020.,17:30,31.0,malo oblačno,31.0,39.0
matulji,30.06.2020.,17:30,23.0,malo oblačno,25.0,58.0
medveja,30.06.2020.,17:30,31.0,malo oblačno,31.0,39.0
lovran,30.06.2020.,17:30,31.0,malo oblačno,31.0,39.0
lipa,30.06.2020.,17:30,29.0,malo oblačno,29.0,42.0
krasica,30.06.2020.,17:30,31.0,malo oblačno,31.0,39.0
klenovica,30.06.2020.,17:30,32.0,vedro,32.0,35.0
kastav,30.06.2020.,17:30,23.0,malo oblačno,25.0,58.0
klana,30.06.2020.,17:30,23.0,malo oblačno,25.0,58.0
grobnik,30.06.2020.,17:30,29.0,malo oblačno,29.0,42.0
hreljin,30.06.2020.,17:30,31.0,malo oblačno,31.0,39.0
fuzine,30.06.2020.,17:30,28.0,malo oblačno,29.0,49.0
drazice,30.06.2020.,17:30,31.0,malo oblačno,31.0,39.0
delnice,30.06.2020.,17:30,28.0,malo oblačno,29.0,49.0
crikvenica,30.06.2020.,17:30,29.0,malo oblačno,30.0,46.0
bribir,30.06.2020.,17:30,32.0,umjereno oblačno,31.0,31.0
brgud,30.06.2020.,17:30,32.0,umjereno oblačno,31.0,31.0
bakar,30.06.2020.,17:30,31.0,malo oblačno,31.0,39.0
bakarac,30.06.2020.,17:30,31.0,malo oblačno,31.0,39.0
baska,30.06.2020.,17:30,32.0,vedro,32.0,35.0
rubesi,30.06.2020.,17:30,23.0,malo oblačno,25.0,58.0
rijeka,30.06.2020.,17:30,31.0,malo oblačno,31.0,39.0
opatija,30.06.2020.,17:30,28.0,vedro,28.0,40.0
jadranovo,30.06.2020.,17:30,29.0,malo oblačno,30.0,46.0
vrata,30.06.2020.,17:30,28.0,malo oblačno,29.0,49.0
selce,30.06.2020.,17:30,29.0,malo oblačno,30.0,46.0
veprinac,30.06.2020.,17:30,31.0,malo oblačno,31.0,39.0
omisalj,30.06.2020.,19:30,30.0,malo oblačno,31.0,44.0
matulji,30.06.2020.,19:30,23.0,malo oblačno,25.0,53.0
medveja,30.06.2020.,19:30,30.0,malo oblačno,31.0,44.0
lovran,30.06.2020.,19:30,30.0,malo oblačno,31.0,44.0
lipa,30.06.2020.,19:30,28.0,malo oblačno,28.0,47.0
krasica,30.06.2020.,19:30,30.0,malo oblačno,31.0,44.0
klenovica,30.06.2020.,19:30,32.0,vedro,32.0,34.0
kastav,30.06.2020.,19:30,23.0,malo oblačno,25.0,53.0
klana,30.06.2020.,19:30,23.0,malo oblačno,25.0,53.0
grobnik,30.06.2020.,19:30,28.0,malo oblačno,28.0,47.0
hreljin,30.06.2020.,19:30,30.0,malo oblačno,31.0,44.0
fuzine,30.06.2020.,19:30,27.0,malo oblačno,28.0,51.0
drazice,30.06.2020.,19:30,30.0,malo oblačno,31.0,44.0
delnice,30.06.2020.,19:30,27.0,malo oblačno,28.0,51.0
crikvenica,30.06.2020.,19:30,29.0,malo oblačno,30.0,52.0
bribir,30.06.2020.,19:30,31.0,umjereno oblačno,30.0,32.0
brgud,30.06.2020.,19:30,31.0,umjereno oblačno,30.0,32.0
bakar,30.06.2020.,19:30,30.0,malo oblačno,31.0,44.0
bakarac,30.06.2020.,19:30,30.0,malo oblačno,31.0,44.0
baska,30.06.2020.,19:30,32.0,vedro,32.0,34.0
rubesi,30.06.2020.,19:30,23.0,malo oblačno,25.0,53.0
rijeka,30.06.2020.,19:30,30.0,malo oblačno,31.0,44.0
opatija,30.06.2020.,19:30,28.0,vedro,28.0,41.0
jadranovo,30.06.2020.,19:30,29.0,malo oblačno,30.0,52.0
vrata,30.06.2020.,19:30,27.0,malo oblačno,28.0,51.0
selce,30.06.2020.,19:30,29.0,malo oblačno,30.0,52.0
veprinac,30.06.2020.,19:30,30.0,malo oblačno,31.0,44.0
omisalj,30.06.2020.,21:30,25.0,vedro,26.0,60.0
matulji,30.06.2020.,21:30,20.0,vedro,24.0,68.0
medveja,30.06.2020.,21:30,25.0,vedro,26.0,60.0
lovran,30.06.2020.,21:30,25.0,vedro,26.0,60.0
lipa,30.06.2020.,21:30,24.0,vedro,26.0,72.0
krasica,30.06.2020.,21:30,25.0,vedro,26.0,60.0
klenovica,30.06.2020.,21:30,30.0,vedro,31.0,46.0
kastav,30.06.2020.,21:30,20.0,vedro,24.0,68.0
klana,30.06.2020.,21:30,20.0,vedro,24.0,68.0
grobnik,30.06.2020.,21:30,24.0,vedro,26.0,72.0
hreljin,30.06.2020.,21:30,25.0,vedro,26.0,60.0
fuzine,30.06.2020.,21:30,24.0,vedro,26.0,70.0
drazice,30.06.2020.,21:30,25.0,vedro,26.0,60.0
delnice,30.06.2020.,21:30,24.0,vedro,26.0,70.0
crikvenica,30.06.2020.,21:30,27.0,malo oblačno,28.0,59.0
bribir,30.06.2020.,21:30,27.0,vedro,28.0,49.0
brgud,30.06.2020.,21:30,27.0,vedro,28.0,49.0
bakar,30.06.2020.,21:30,25.0,vedro,26.0,60.0
bakarac,30.06.2020.,21:30,25.0,vedro,26.0,60.0
baska,30.06.2020.,21:30,30.0,vedro,31.0,46.0
rubesi,30.06.2020.,21:30,20.0,vedro,24.0,68.0
rijeka,30.06.2020.,21:30,25.0,vedro,26.0,60.0
opatija,30.06.2020.,21:30,23.0,vedro,25.0,63.0
jadranovo,30.06.2020.,21:30,27.0,malo oblačno,28.0,59.0
vrata,30.06.2020.,21:30,24.0,vedro,26.0,70.0
selce,30.06.2020.,21:30,27.0,malo oblačno,28.0,59.0
veprinac,30.06.2020.,21:30,25.0,vedro,26.0,60.0
omisalj,30.06.2020.,23:30,24.0,malo oblačno,25.0,61.0
matulji,30.06.2020.,23:30,18.0,malo oblačno,18.0,78.0
medveja,30.06.2020.,23:30,24.0,malo oblačno,25.0,61.0
lovran,30.06.2020.,23:30,24.0,malo oblačno,25.0,61.0
lipa,30.06.2020.,23:30,20.0,malo oblačno,24.0,88.0
krasica,30.06.2020.,23:30,24.0,malo oblačno,25.0,61.0
klenovica,30.06.2020.,23:30,26.0,vedro,27.0,51.0
kastav,30.06.2020.,23:30,18.0,malo oblačno,18.0,78.0
klana,30.06.2020.,23:30,18.0,malo oblačno,18.0,78.0
grobnik,30.06.2020.,23:30,20.0,malo oblačno,24.0,88.0
hreljin,30.06.2020.,23:30,24.0,malo oblačno,25.0,61.0
fuzine,30.06.2020.,23:30,19.0,malo oblačno,19.0,86.0
drazice,30.06.2020.,23:30,24.0,malo oblačno,25.0,61.0
delnice,30.06.2020.,23:30,19.0,malo oblačno,19.0,86.0
crikvenica,30.06.2020.,23:30,25.0,malo oblačno,27.0,72.0
bribir,30.06.2020.,23:30,22.0,vedro,25.0,63.0
brgud,30.06.2020.,23:30,22.0,vedro,25.0,63.0
bakar,30.06.2020.,23:30,24.0,malo oblačno,25.0,61.0
bakarac,30.06.2020.,23:30,24.0,malo oblačno,25.0,61.0
baska,30.06.2020.,23:30,26.0,vedro,27.0,51.0
rubesi,30.06.2020.,23:30,18.0,malo oblačno,18.0,78.0
rijeka,30.06.2020.,23:30,24.0,malo oblačno,25.0,61.0
opatija,30.06.2020.,23:30,20.0,vedro,25.0,67.0
jadranovo,30.06.2020.,23:30,25.0,malo oblačno,27.0,72.0
vrata,30.06.2020.,23:30,19.0,malo oblačno,19.0,86.0
selce,30.06.2020.,23:30,25.0,malo oblačno,27.0,72.0
veprinac,30.06.2020.,23:30,24.0,malo oblačno,25.0,61.0
omisalj,01.07.2020.,01:30,24.0,malo oblačno,26.0,62.0
matulji,01.07.2020.,01:30,17.0,malo oblačno,17.0,78.0
medveja,01.07.2020.,01:30,24.0,malo oblačno,26.0,62.0
lovran,01.07.2020.,01:30,24.0,malo oblačno,26.0,62.0
lipa,01.07.2020.,01:30,18.0,malo oblačno,18.0,94.0
krasica,01.07.2020.,01:30,24.0,malo oblačno,26.0,62.0
klenovica,01.07.2020.,01:30,25.0,vedro,26.0,57.0
kastav,01.07.2020.,01:30,17.0,malo oblačno,17.0,78.0
klana,01.07.2020.,01:30,17.0,malo oblačno,17.0,78.0
grobnik,01.07.2020.,01:30,18.0,malo oblačno,18.0,94.0
hreljin,01.07.2020.,01:30,24.0,malo oblačno,26.0,62.0
fuzine,01.07.2020.,01:30,18.0,malo oblačno,18.0,89.0
drazice,01.07.2020.,01:30,24.0,malo oblačno,26.0,62.0
delnice,01.07.2020.,01:30,18.0,malo oblačno,18.0,89.0
crikvenica,01.07.2020.,01:30,23.0,malo oblačno,25.0,69.0
bribir,01.07.2020.,01:30,20.0,vedro,20.0,66.66666666666667
brgud,01.07.2020.,01:30,20.0,vedro,20.0,64.33333333333333
bakar,01.07.2020.,01:30,24.0,malo oblačno,26.0,62.0
bakarac,01.07.2020.,01:30,24.0,malo oblačno,26.0,62.0
baska,01.07.2020.,01:30,25.0,vedro,26.0,57.0
rubesi,01.07.2020.,01:30,17.0,malo oblačno,17.0,78.0
rijeka,01.07.2020.,01:30,24.0,malo oblačno,26.0,62.0
opatija,01.07.2020.,01:30,20.0,malo oblačno,24.0,71.0
jadranovo,01.07.2020.,01:30,21.0,malo oblačno,24.333333333333332,70.33333333333333
vrata,01.07.2020.,01:30,22.0,malo oblačno,24.666666666666668,69.66666666666667
selce,01.07.2020.,01:30,23.0,malo oblačno,25.0,69.0
veprinac,01.07.2020.,01:30,24.0,malo oblačno,26.0,62.0
omisalj,01.07.2020.,03:30,23.0,malo oblačno,25.0,67.0
matulji,01.07.2020.,03:30,16.0,malo oblačno,16.0,83.0
medveja,01.07.2020.,03:30,23.0,malo oblačno,25.0,67.0
lovran,01.07.2020.,03:30,23.0,malo oblačno,25.0,67.0
lipa,01.07.2020.,03:30,18.0,malo oblačno,18.0,96.0
krasica,01.07.2020.,03:30,23.0,malo oblačno,25.0,67.0
klenovica,01.07.2020.,03:30,24.0,vedro,25.0,58.0
kastav,01.07.2020.,03:30,16.0,malo oblačno,16.0,83.0
klana,01.07.2020.,03:30,16.0,malo oblačno,16.0,83.0
grobnik,01.07.2020.,03:30,18.0,malo oblačno,18.0,96.0
hreljin,01.07.2020.,03:30,23.0,malo oblačno,25.0,67.0
fuzine,01.07.2020.,03:30,16.0,malo oblačno,16.0,92.0
drazice,01.07.2020.,03:30,23.0,malo oblačno,25.0,67.0
delnice,01.07.2020.,03:30,16.0,malo oblačno,16.0,92.0
crikvenica,01.07.2020.,03:30,22.0,malo oblačno,25.0,71.0
bribir,01.07.2020.,03:30,19.0,vedro,19.0,75.0
brgud,01.07.2020.,03:30,19.0,vedro,19.0,75.0
bakar,01.07.2020.,03:30,23.0,malo oblačno,25.0,67.0
bakarac,01.07.2020.,03:30,23.0,malo oblačno,25.0,67.0
baska,01.07.2020.,03:30,24.0,vedro,25.0,58.0
rubesi,01.07.2020.,03:30,16.0,malo oblačno,16.0,83.0
rijeka,01.07.2020.,03:30,23.0,malo oblačno,25.0,67.0
opatija,01.07.2020.,03:30,19.0,malo oblačno,19.0,80.0
jadranovo,01.07.2020.,03:30,22.0,malo oblačno,25.0,71.0
vrata,01.07.2020.,03:30,16.0,malo oblačno,16.0,92.0
selce,01.07.2020.,03:30,22.0,malo oblačno,25.0,71.0
veprinac,01.07.2020.,03:30,23.0,malo oblačno,25.0,67.0
omisalj,01.07.2020.,05:30,21.0,malo oblačno,24.0,72.0
matulji,01.07.2020.,05:30,14.0,malo oblačno,14.0,84.0
medveja,01.07.2020.,05:30,21.0,malo oblačno,24.0,72.0
lovran,01.07.2020.,05:30,21.0,malo oblačno,24.0,72.0
lipa,01.07.2020.,05:30,16.0,vedro,16.0,99.0
krasica,01.07.2020.,05:30,21.0,malo oblačno,24.0,72.0
klenovica,01.07.2020.,05:30,25.0,vedro,26.0,57.0
kastav,01.07.2020.,05:30,14.0,malo oblačno,14.0,84.0
klana,01.07.2020.,05:30,14.0,malo oblačno,14.0,84.0
grobnik,01.07.2020.,05:30,16.0,vedro,16.0,99.0
hreljin,01.07.2020.,05:30,21.0,malo oblačno,24.0,72.0
fuzine,01.07.2020.,05:30,16.0,malo oblačno,16.0,93.0
drazice,01.07.2020.,05:30,21.0,malo oblačno,24.0,72.0
delnice,01.07.2020.,05:30,16.0,malo oblačno,16.0,93.0
crikvenica,01.07.2020.,05:30,22.0,malo oblačno,25.0,68.0
bribir,01.07.2020.,05:30,18.0,vedro,18.0,79.0
brgud,01.07.2020.,05:30,18.0,vedro,18.0,79.0
bakar,01.07.2020.,05:30,21.0,malo oblačno,24.0,72.0
bakarac,01.07.2020.,05:30,21.0,malo oblačno,24.0,72.0
baska,01.07.2020.,05:30,25.0,vedro,26.0,57.0
rubesi,01.07.2020.,05:30,14.0,malo oblačno,14.0,84.0
rijeka,01.07.2020.,05:30,21.0,malo oblačno,24.0,72.0
opatija,01.07.2020.,05:30,18.0,vedro,18.0,89.0
jadranovo,01.07.2020.,05:30,22.0,malo oblačno,25.0,68.0
vrata,01.07.2020.,05:30,16.0,malo oblačno,16.0,93.0
selce,01.07.2020.,05:30,22.0,malo oblačno,25.0,68.0
veprinac,01.07.2020.,05:30,21.0,malo oblačno,24.0,72.0
omisalj,01.07.2020.,07:30,22.0,vedro,25.0,71.0
matulji,01.07.2020.,07:30,17.0,malo oblačno,17.0,75.0
medveja,01.07.2020.,07:30,22.0,vedro,25.0,71.0
lovran,01.07.2020.,07:30,22.0,vedro,25.0,71.0
lipa,01.07.2020.,07:30,20.0,vedro,24.0,91.0
krasica,01.07.2020.,07:30,22.0,vedro,25.0,71.0
klenovica,01.07.2020.,07:30,24.0,vedro,26.0,69.0
kastav,01.07.2020.,07:30,17.0,malo oblačno,17.0,75.0
klana,01.07.2020.,07:30,17.0,malo oblačno,17.0,75.0
grobnik,01.07.2020.,07:30,20.0,vedro,24.0,91.0
hreljin,01.07.2020.,07:30,22.0,vedro,25.0,71.0
fuzine,01.07.2020.,07:30,18.0,malo oblačno,18.0,82.0
drazice,01.07.2020.,07:30,22.0,vedro,25.0,71.0
delnice,01.07.2020.,07:30,18.0,malo oblačno,18.0,82.0
crikvenica,01.07.2020.,07:30,23.0,malo oblačno,25.0,65.0
bribir,01.07.2020.,07:30,20.0,vedro,24.0,70.0
brgud,01.07.2020.,07:30,20.0,vedro,24.0,70.0
bakar,01.07.2020.,07:30,22.0,vedro,25.0,71.0
bakarac,01.07.2020.,07:30,22.0,vedro,25.0,71.0
baska,01.07.2020.,07:30,24.0,vedro,26.0,69.0
rubesi,01.07.2020.,07:30,17.0,malo oblačno,17.0,75.0
rijeka,01.07.2020.,07:30,22.0,vedro,25.0,71.0
opatija,01.07.2020.,07:30,21.0,vedro,24.0,73.0
jadranovo,01.07.2020.,07:30,23.0,malo oblačno,25.0,65.0
vrata,01.07.2020.,07:30,18.0,malo oblačno,18.0,82.0
selce,01.07.2020.,07:30,23.0,malo oblačno,25.0,65.0
veprinac,01.07.2020.,07:30,22.0,vedro,25.0,71.0
omisalj,01.07.2020.,09:30,28.0,vedro,29.0,54.0
matulji,01.07.2020.,09:30,22.0,malo oblačno,25.0,66.0
medveja,01.07.2020.,09:30,28.0,vedro,29.0,54.0
lovran,01.07.2020.,09:30,28.0,vedro,29.0,54.0
lipa,01.07.2020.,09:30,24.0,vedro,26.0,64.0
krasica,01.07.2020.,09:30,28.0,vedro,29.0,54.0
klenovica,01.07.2020.,09:30,27.0,vedro,28.0,60.0
kastav,01.07.2020.,09:30,22.0,malo oblačno,25.0,66.0
klana,01.07.2020.,09:30,22.0,malo oblačno,25.0,66.0
grobnik,01.07.2020.,09:30,24.0,vedro,26.0,64.0
hreljin,01.07.2020.,09:30,28.0,vedro,29.0,54.0
fuzine,01.07.2020.,09:30,25.0,vedro,26.0,63.0
drazice,01.07.2020.,09:30,28.0,vedro,29.0,54.0
delnice,01.07.2020.,09:30,25.0,vedro,26.0,63.0
crikvenica,01.07.2020.,09:30,26.0,malo oblačno,28.0,67.0
bribir,01.07.2020.,09:30,24.0,malo oblačno,25.0,57.0
brgud,01.07.2020.,09:30,24.0,malo oblačno,25.0,57.0
bakar,01.07.2020.,09:30,28.0,vedro,29.0,54.0
bakarac,01.07.2020.,09:30,28.0,vedro,29.0,54.0
baska,01.07.2020.,09:30,27.0,vedro,28.0,60.0
rubesi,01.07.2020.,09:30,22.0,malo oblačno,25.0,66.0
rijeka,01.07.2020.,09:30,28.0,vedro,29.0,54.0
opatija,01.07.2020.,09:30,25.0,vedro,26.0,57.0
jadranovo,01.07.2020.,09:30,26.0,malo oblačno,28.0,67.0
vrata,01.07.2020.,09:30,25.0,vedro,26.0,63.0
selce,01.07.2020.,09:30,26.0,malo oblačno,28.0,67.0
veprinac,01.07.2020.,09:30,28.0,vedro,29.0,54.0
omisalj,01.07.2020.,11:30,30.0,malo oblačno,31.0,44.0
matulji,01.07.2020.,11:30,26.0,umjereno oblačno,27.0,61.0
medveja,01.07.2020.,11:30,30.0,malo oblačno,31.0,44.0
lovran,01.07.2020.,11:30,30.0,malo oblačno,31.0,44.0
lipa,01.07.2020.,11:30,28.0,vedro,29.0,53.0
krasica,01.07.2020.,11:30,30.0,malo oblačno,31.0,44.0
klenovica,01.07.2020.,11:30,29.0,umjereno oblačno,30.0,48.0
kastav,01.07.2020.,11:30,26.0,umjereno oblačno,27.0,61.0
klana,01.07.2020.,11:30,26.0,umjereno oblačno,27.0,61.0
grobnik,01.07.2020.,11:30,28.0,vedro,29.0,53.0
hreljin,01.07.2020.,11:30,30.0,malo oblačno,31.0,44.0
fuzine,01.07.2020.,11:30,28.0,vedro,29.0,57.0
drazice,01.07.2020.,11:30,30.0,malo oblačno,31.0,44.0
delnice,01.07.2020.,11:30,28.0,vedro,29.0,57.0
crikvenica,01.07.2020.,11:30,29.0,malo oblačno,31.0,56.0
bribir,01.07.2020.,11:30,32.0,umjereno oblačno,32.0,32.0
brgud,01.07.2020.,11:30,32.0,umjereno oblačno,32.0,32.0
bakar,01.07.2020.,11:30,30.0,malo oblačno,31.0,44.0
bakarac,01.07.2020.,11:30,30.0,malo oblačno,31.0,44.0
baska,01.07.2020.,11:30,29.0,umjereno oblačno,30.0,48.0
rubesi,01.07.2020.,11:30,26.0,umjereno oblačno,27.0,61.0
rijeka,01.07.2020.,11:30,30.0,malo oblačno,31.0,44.0
opatija,01.07.2020.,11:30,27.0,malo oblačno,28.0,54.0
jadranovo,01.07.2020.,11:30,29.0,malo oblačno,31.0,56.0
vrata,01.07.2020.,11:30,28.0,vedro,29.0,57.0
selce,01.07.2020.,11:30,29.0,malo oblačno,31.0,56.0
veprinac,01.07.2020.,11:30,30.0,malo oblačno,31.0,44.0
omisalj,01.07.2020.,13:30,31.0,vedro,31.0,39.0
matulji,01.07.2020.,13:30,25.0,pretežno oblačno,26.0,58.0
medveja,01.07.2020.,13:30,31.0,vedro,31.0,39.0
lovran,01.07.2020.,13:30,31.0,vedro,31.0,39.0
lipa,01.07.2020.,13:30,30.0,vedro,31.0,43.0
krasica,01.07.2020.,13:30,31.0,vedro,31.0,39.0
klenovica,01.07.2020.,13:30,31.0,malo oblačno,32.0,44.0
kastav,01.07.2020.,13:30,25.0,pretežno oblačno,26.0,58.0
klana,01.07.2020.,13:30,25.0,pretežno oblačno,26.0,58.0
grobnik,01.07.2020.,13:30,30.0,vedro,31.0,43.0
hreljin,01.07.2020.,13:30,31.0,vedro,31.0,39.0
fuzine,01.07.2020.,13:30,30.0,umjereno oblačno,32.0,52.0
drazice,01.07.2020.,13:30,31.0,vedro,31.0,39.0
delnice,01.07.2020.,13:30,30.0,umjereno oblačno,32.0,52.0
crikvenica,01.07.2020.,13:30,29.0,malo oblačno,31.0,57.0
bribir,01.07.2020.,13:30,32.0,umjereno oblačno,31.0,31.0
brgud,01.07.2020.,13:30,32.0,umjereno oblačno,31.0,31.0
bakar,01.07.2020.,13:30,31.0,vedro,31.0,39.0
bakarac,01.07.2020.,13:30,31.0,vedro,31.0,39.0
baska,01.07.2020.,13:30,31.0,malo oblačno,32.0,44.0
rubesi,01.07.2020.,13:30,25.0,pretežno oblačno,26.0,58.0
rijeka,01.07.2020.,13:30,31.0,vedro,31.0,39.0
opatija,01.07.2020.,13:30,30.0,umjereno oblačno,31.0,45.0
jadranovo,01.07.2020.,13:30,29.0,malo oblačno,31.0,57.0
vrata,01.07.2020.,13:30,30.0,umjereno oblačno,32.0,52.0
selce,01.07.2020.,13:30,29.0,malo oblačno,31.0,57.0
veprinac,01.07.2020.,13:30,31.0,vedro,31.0,39.0
omisalj,01.07.2020.,15:30,32.0,malo oblačno,33.0,42.0
matulji,01.07.2020.,15:30,25.0,malo oblačno,26.0,43.0
medveja,01.07.2020.,15:30,32.0,malo oblačno,33.0,42.0
lovran,01.07.2020.,15:30,32.0,malo oblačno,33.0,42.0
lipa,01.07.2020.,15:30,32.0,malo oblačno,33.0,40.0
krasica,01.07.2020.,15:30,32.0,malo oblačno,33.0,42.0
klenovica,01.07.2020.,15:30,32.0,malo oblačno,35.0,49.0
kastav,01.07.2020.,15:30,25.0,malo oblačno,26.0,43.0
klana,01.07.2020.,15:30,25.0,malo oblačno,26.0,43.0
grobnik,01.07.2020.,15:30,32.0,malo oblačno,33.0,40.0
hreljin,01.07.2020.,15:30,32.0,malo oblačno,33.0,42.0
fuzine,01.07.2020.,15:30,30.0,umjereno oblačno,32.0,51.0
drazice,01.07.2020.,15:30,32.0,malo oblačno,33.0,42.0
delnice,01.07.2020.,15:30,30.0,umjereno oblačno,32.0,51.0
crikvenica,01.07.2020.,15:30,32.0,malo oblačno,34.0,44.0
bribir,01.07.2020.,15:30,33.0,umjereno oblačno,33.0,33.0
brgud,01.07.2020.,15:30,33.0,umjereno oblačno,33.0,33.0
bakar,01.07.2020.,15:30,32.0,malo oblačno,33.0,42.0
bakarac,01.07.2020.,15:30,32.0,malo oblačno,33.0,42.0
baska,01.07.2020.,15:30,32.0,malo oblačno,35.0,49.0
rubesi,01.07.2020.,15:30,25.0,malo oblačno,26.0,43.0
rijeka,01.07.2020.,15:30,32.0,malo oblačno,33.0,42.0
opatija,01.07.2020.,15:30,31.0,umjereno oblačno,32.0,43.0
jadranovo,01.07.2020.,15:30,32.0,malo oblačno,34.0,44.0
vrata,01.07.2020.,15:30,30.0,umjereno oblačno,32.0,51.0
selce,01.07.2020.,15:30,32.0,malo oblačno,34.0,44.0
veprinac,01.07.2020.,15:30,32.0,malo oblačno,33.0,42.0
omisalj,01.07.2020.,17:30,32.0,malo oblačno,33.0,39.0
matulji,01.07.2020.,17:30,25.0,malo oblačno,26.0,49.0
medveja,01.07.2020.,17:30,32.0,malo oblačno,33.0,39.0
lovran,01.07.2020.,17:30,32.0,malo oblačno,33.0,39.0
lipa,01.07.2020.,17:30,33.0,malo oblačno,35.0,43.0
krasica,01.07.2020.,17:30,32.0,malo oblačno,33.0,39.0
klenovica,01.07.2020.,17:30,33.0,malo oblačno,34.0,37.0
kastav,01.07.2020.,17:30,25.0,malo oblačno,26.0,49.0
klana,01.07.2020.,17:30,25.0,malo oblačno,26.0,49.0
grobnik,01.07.2020.,17:30,33.0,malo oblačno,35.0,43.0
hreljin,01.07.2020.,17:30,32.0,malo oblačno,33.0,39.0
fuzine,01.07.2020.,17:30,32.0,malo oblačno,33.0,40.0
drazice,01.07.2020.,17:30,32.0,malo oblačno,33.0,39.0
delnice,01.07.2020.,17:30,32.0,malo oblačno,33.0,40.0
crikvenica,01.07.2020.,17:30,30.0,malo oblačno,33.0,58.0
bribir,01.07.2020.,17:30,32.0,umjereno oblačno,32.0,51.666666666666664
brgud,01.07.2020.,17:30,32.0,umjereno oblačno,32.0,45.333333333333336
bakar,01.07.2020.,17:30,32.0,malo oblačno,33.0,39.0
bakarac,01.07.2020.,17:30,32.0,malo oblačno,33.0,39.0
baska,01.07.2020.,17:30,33.0,malo oblačno,34.0,37.0
rubesi,01.07.2020.,17:30,25.0,malo oblačno,26.0,49.0
rijeka,01.07.2020.,17:30,32.0,malo oblačno,33.0,39.0
opatija,01.07.2020.,17:30,31.0,umjereno oblačno,32.0,42.0
jadranovo,01.07.2020.,17:30,30.0,malo oblačno,33.0,58.0
vrata,01.07.2020.,17:30,32.0,malo oblačno,33.0,40.0
selce,01.07.2020.,17:30,30.0,malo oblačno,33.0,58.0
veprinac,01.07.2020.,17:30,32.0,malo oblačno,33.0,39.0
omisalj,01.07.2020.,19:30,29.0,malo oblačno,31.0,56.0
matulji,01.07.2020.,19:30,23.0,malo oblačno,25.0,57.0
